code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
FFF,2013J,578599,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-169,132,FALSE
FFF,2013J,578649,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-72,-39,FALSE
FFF,2013J,578744,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-60,500,TRUE
FFF,2013J,579038,M,London Region,Lower Than A Level,Oct-20,35-55,0,120,N,Pass,-136,500,TRUE
FFF,2013J,579064,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-148,144,FALSE
FFF,2013J,579069,M,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-165,47,FALSE
FFF,2013J,579115,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-65,500,TRUE
FFF,2013J,579176,F,Scotland,HE Qualification,40-50%,35-55,0,75,N,Pass,-59,500,TRUE
FFF,2013J,579257,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-88,500,TRUE
FFF,2013J,579278,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-135,500,TRUE
FFF,2013J,579307,M,North Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-157,12,FALSE
FFF,2013J,579354,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-81,70,FALSE
FFF,2013J,579361,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Withdrawn,-144,0,FALSE
FFF,2013J,579415,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-142,500,TRUE
FFF,2013J,579416,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-67,500,TRUE
FFF,2013J,579482,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-65,500,TRUE
FFF,2013J,579506,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-123,500,TRUE
FFF,2013J,579526,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-149,500,TRUE
FFF,2013J,579557,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-154,500,TRUE
FFF,2013J,579685,M,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Fail,-148,500,TRUE
FFF,2013J,579737,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-114,500,TRUE
FFF,2013J,580317,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-100,500,TRUE
FFF,2013J,580342,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-80,500,TRUE
FFF,2013J,580358,M,London Region,HE Qualification,40-50%,0-35,0,210,N,Withdrawn,-142,-8,FALSE
FFF,2013J,580380,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-42,500,TRUE
FFF,2013J,580477,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,Y,Withdrawn,-42,167,FALSE
FFF,2013J,580484,M,Scotland,HE Qualification,70-80%,0-35,0,135,N,Fail,-66,500,TRUE
FFF,2013J,580533,M,London Region,Lower Than A Level,Oct-20,0-35,0,120,Y,Withdrawn,-161,0,FALSE
FFF,2013J,580555,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-138,500,TRUE
FFF,2013J,580657,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-67,500,TRUE
FFF,2013J,580658,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-148,-107,FALSE
FFF,2013J,580702,M,London Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-19,500,TRUE
FFF,2013J,580709,M,South Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-130,500,TRUE
FFF,2013J,580743,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-144,500,TRUE
FFF,2013J,580755,F,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-66,-45,FALSE
FFF,2013J,580771,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-120,-17,FALSE
FFF,2013J,580779,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-116,500,TRUE
FFF,2013J,580824,M,London Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,-149,45,FALSE
FFF,2013J,580842,F,South Region,Lower Than A Level,90-100%,35-55,0,90,N,Distinction,-42,500,TRUE
FFF,2013J,580867,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-149,500,TRUE
FFF,2013J,581034,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,90,N,Pass,-144,500,TRUE
FFF,2013J,581135,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-124,500,TRUE
FFF,2013J,581219,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-53,171,FALSE
FFF,2013J,581253,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-49,500,TRUE
FFF,2013J,581261,M,South Region,No Formal quals,50-60%,0-35,0,60,N,Pass,-127,500,TRUE
FFF,2013J,581307,M,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-52,500,TRUE
FFF,2013J,581332,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-108,500,TRUE
FFF,2013J,581341,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-32,54,FALSE
FFF,2013J,581342,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-136,500,TRUE
FFF,2013J,581410,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,-144,500,TRUE
FFF,2013J,581412,M,Wales,Lower Than A Level,80-90%,0-35,0,150,N,Fail,-12,500,TRUE
FFF,2013J,581486,M,North Region,Lower Than A Level,500,0-35,0,90,N,Pass,-136,500,TRUE
FFF,2013J,581490,F,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,120,N,Pass,-96,500,TRUE
FFF,2013J,581523,M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-32,500,TRUE
FFF,2013J,581532,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-109,500,TRUE
FFF,2013J,581563,M,North Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,-156,98,FALSE
FFF,2013J,581574,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-156,500,TRUE
FFF,2013J,581614,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-154,500,TRUE
FFF,2013J,581616,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-156,500,TRUE
FFF,2013J,581656,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-87,500,TRUE
FFF,2013J,581700,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-29,500,TRUE
FFF,2013J,581716,F,Ireland,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,-120,-103,FALSE
FFF,2013J,581769,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-136,500,TRUE
FFF,2013J,581770,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-153,500,TRUE
FFF,2013J,581787,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-102,500,TRUE
FFF,2013J,581796,M,Scotland,HE Qualification,Oct-20,0-35,0,60,N,Pass,-100,500,TRUE
FFF,2013J,581810,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-36,500,TRUE
FFF,2013J,581836,M,Ireland,A Level or Equivalent,40-50%,0-35,0,150,N,Distinction,-31,500,TRUE
FFF,2013J,581838,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-96,500,TRUE
FFF,2013J,581897,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-142,-130,FALSE
FFF,2013J,582003,M,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-144,152,FALSE
FFF,2013J,582063,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-150,500,TRUE
FFF,2013J,582080,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,N,Fail,-114,500,TRUE
FFF,2013J,582108,M,London Region,A Level or Equivalent,Oct-20,0-35,0,90,N,Pass,-149,500,TRUE
FFF,2013J,582125,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-32,500,TRUE
FFF,2013J,582154,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-35,0,FALSE
FFF,2013J,582181,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,-149,0,FALSE
FFF,2013J,582235,M,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-117,500,TRUE
FFF,2013J,582251,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-121,9,FALSE
FFF,2013J,582275,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,-149,500,TRUE
FFF,2013J,582282,M,Scotland,Lower Than A Level,60-70%,0-35,0,85,Y,Withdrawn,-17,174,FALSE
FFF,2013J,582311,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-150,500,TRUE
FFF,2013J,582364,M,North Western Region,Lower Than A Level,Oct-20,35-55,0,120,N,Pass,-144,500,TRUE
FFF,2013J,582392,M,Wales,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass,-130,500,TRUE
FFF,2013J,582494,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-127,500,TRUE
FFF,2013J,582510,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,-89,500,TRUE
FFF,2013J,582562,M,Scotland,HE Qualification,500,35-55,0,60,N,Pass,-87,500,TRUE
FFF,2013J,582629,M,Wales,HE Qualification,0-10%,0-35,0,180,N,Withdrawn,-63,48,FALSE
FFF,2013J,582665,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-142,0,FALSE
FFF,2013J,582677,M,South West Region,Lower Than A Level,50-60%,0-35,0,210,N,Pass,-56,500,TRUE
FFF,2013J,582679,F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,-102,-96,FALSE
FFF,2013J,582690,M,London Region,Lower Than A Level,80-90%,0-35,0,90,Y,Withdrawn,-120,-32,FALSE
FFF,2013J,582705,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-109,500,TRUE
FFF,2013J,582790,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-138,500,TRUE
FFF,2013J,582842,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,-127,-68,FALSE
FFF,2013J,582950,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Distinction,-144,500,TRUE
FFF,2013J,582992,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-92,110,FALSE
FFF,2013J,583033,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-142,-37,FALSE
FFF,2013J,583051,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,180,N,Withdrawn,-53,93,FALSE
FFF,2013J,583070,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail,-144,500,TRUE
FFF,2013J,583081,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-144,0,FALSE
FFF,2013J,583121,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,-28,500,TRUE
FFF,2013J,583128,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-79,126,FALSE
FFF,2013J,583131,M,Ireland,HE Qualification,70-80%,0-35,0,120,N,Pass,-44,500,TRUE
FFF,2013J,583149,M,London Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,-107,500,TRUE
FFF,2013J,583202,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-141,500,TRUE
FFF,2013J,583232,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-100,500,TRUE
FFF,2013J,583236,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-108,500,TRUE
FFF,2013J,583286,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-100,500,TRUE
FFF,2013J,583381,M,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,583526,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-67,500,TRUE
FFF,2013J,583591,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-141,0,FALSE
FFF,2013J,583599,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-27,500,TRUE
FFF,2013J,583741,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-52,500,TRUE
FFF,2013J,583824,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-143,500,TRUE
FFF,2013J,583826,M,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-121,-2,FALSE
FFF,2013J,583840,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-143,3,FALSE
FFF,2013J,583867,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass,-99,500,TRUE
FFF,2013J,583966,F,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Fail,-127,500,TRUE
FFF,2013J,583993,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Fail,-74,500,TRUE
FFF,2013J,584040,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,-65,500,TRUE
FFF,2013J,584078,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-52,500,TRUE
FFF,2013J,584111,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Pass,-121,500,TRUE
FFF,2013J,584210,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-138,500,TRUE
FFF,2013J,584214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-125,500,TRUE
FFF,2013J,584225,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-53,500,TRUE
FFF,2013J,584362,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-141,219,FALSE
FFF,2013J,584446,F,Ireland,HE Qualification,500,0-35,0,120,N,Pass,-138,500,TRUE
FFF,2013J,584468,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-138,500,TRUE
FFF,2013J,584546,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-100,500,TRUE
FFF,2013J,584550,F,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-120,500,TRUE
FFF,2013J,584594,M,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-86,500,TRUE
FFF,2013J,584601,M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-46,500,TRUE
FFF,2013J,584673,M,London Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,-138,11,FALSE
FFF,2013J,584687,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-32,500,TRUE
FFF,2013J,584749,F,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,180,N,Withdrawn,-138,0,FALSE
FFF,2013J,584771,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,-74,500,TRUE
FFF,2013J,584792,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-138,0,FALSE
FFF,2013J,584806,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Fail,-29,500,TRUE
FFF,2013J,585033,M,Wales,Lower Than A Level,Oct-20,0-35,0,60,N,Pass,-73,500,TRUE
FFF,2013J,585050,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-135,131,FALSE
FFF,2013J,585093,M,North Region,Post Graduate Qualification,500,35-55,0,90,N,Distinction,-32,500,TRUE
FFF,2013J,585128,M,Ireland,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,-134,500,TRUE
FFF,2013J,585149,M,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-125,47,FALSE
FFF,2013J,585162,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-134,500,TRUE
FFF,2013J,585166,M,South East Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-135,500,TRUE
FFF,2013J,585222,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-109,500,TRUE
FFF,2013J,585230,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-35,500,TRUE
FFF,2013J,585290,M,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-95,235,FALSE
FFF,2013J,585301,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-134,500,TRUE
FFF,2013J,585305,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-63,500,TRUE
FFF,2013J,585383,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-135,500,TRUE
FFF,2013J,585389,M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-37,-2,FALSE
FFF,2013J,585409,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,Y,Fail,-134,500,TRUE
FFF,2013J,585449,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-135,500,TRUE
FFF,2013J,585454,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,240,N,Withdrawn,-120,-109,FALSE
FFF,2013J,585466,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-113,500,TRUE
FFF,2013J,585484,M,Wales,Lower Than A Level,Oct-20,0-35,0,60,N,Fail,-43,500,TRUE
FFF,2013J,585574,M,South Region,Lower Than A Level,Oct-20,0-35,0,120,N,Pass,-94,500,TRUE
FFF,2013J,585615,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,-130,500,TRUE
FFF,2013J,585659,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-132,500,TRUE
FFF,2013J,585724,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-132,122,FALSE
FFF,2013J,585731,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-99,500,TRUE
FFF,2013J,585825,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-32,97,FALSE
FFF,2013J,585942,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,-129,500,TRUE
FFF,2013J,585965,M,London Region,Lower Than A Level,Oct-20,0-35,0,90,N,Fail,-102,500,TRUE
FFF,2013J,586011,F,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-129,9,FALSE
FFF,2013J,586034,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-60,500,TRUE
FFF,2013J,586080,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-129,500,TRUE
FFF,2013J,586112,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-67,-58,FALSE
FFF,2013J,586224,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-129,500,TRUE
FFF,2013J,586233,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-129,500,TRUE
FFF,2013J,586246,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-129,500,TRUE
FFF,2013J,586249,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-129,0,FALSE
FFF,2013J,586251,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-128,58,FALSE
FFF,2013J,586259,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-102,500,TRUE
FFF,2013J,586281,F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-107,130,FALSE
FFF,2013J,586428,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-128,500,TRUE
FFF,2013J,586445,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,-127,-51,FALSE
FFF,2013J,586446,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-127,500,TRUE
FFF,2013J,586468,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-122,500,TRUE
FFF,2013J,586477,M,London Region,A Level or Equivalent,Oct-20,0-35,0,120,Y,Pass,-127,500,TRUE
FFF,2013J,586483,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,Pass,-127,500,TRUE
FFF,2013J,586510,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-127,6,FALSE
FFF,2013J,586518,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass,-95,500,TRUE
FFF,2013J,586543,M,North Region,HE Qualification,Oct-20,0-35,0,180,N,Withdrawn,-114,56,FALSE
FFF,2013J,586594,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-63,500,TRUE
FFF,2013J,586620,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-86,-5,FALSE
FFF,2013J,586642,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-59,500,TRUE
FFF,2013J,586705,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-121,500,TRUE
FFF,2013J,586719,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-43,500,TRUE
FFF,2013J,586753,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-127,500,TRUE
FFF,2013J,586758,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-120,500,TRUE
FFF,2013J,586781,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-38,500,TRUE
FFF,2013J,586784,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-127,500,TRUE
FFF,2013J,586808,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-113,500,TRUE
FFF,2013J,586851,M,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-22,444,FALSE
FFF,2013J,586855,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-125,500,TRUE
FFF,2013J,586891,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-124,500,TRUE
FFF,2013J,586906,M,Scotland,HE Qualification,30-40%,0-35,0,180,Y,Withdrawn,-65,96,FALSE
FFF,2013J,586925,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,Y,Fail,-79,500,TRUE
FFF,2013J,586935,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-29,500,TRUE
FFF,2013J,586957,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-53,500,TRUE
FFF,2013J,586974,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-117,500,TRUE
FFF,2013J,587126,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-89,500,TRUE
FFF,2013J,587178,M,North Region,HE Qualification,500,35-55,0,60,N,Pass,-124,500,TRUE
FFF,2013J,587195,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,Y,Withdrawn,-107,53,FALSE
FFF,2013J,587286,M,Ireland,HE Qualification,30-40%,35-55,0,120,N,Distinction,-44,500,TRUE
FFF,2013J,587294,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-122,500,TRUE
FFF,2013J,587308,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-108,500,TRUE
FFF,2013J,587324,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-102,174,FALSE
FFF,2013J,587334,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-35,500,TRUE
FFF,2013J,587369,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-114,500,TRUE
FFF,2013J,587435,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-115,500,TRUE
FFF,2013J,587451,M,Scotland,HE Qualification,40-50%,0-35,0,90,N,Pass,-95,500,TRUE
FFF,2013J,587456,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-122,500,TRUE
FFF,2013J,587462,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,N,Fail,-107,500,TRUE
FFF,2013J,587594,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-59,500,TRUE
FFF,2013J,587611,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-121,500,TRUE
FFF,2013J,587619,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,-88,500,TRUE
FFF,2013J,587659,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-117,0,FALSE
FFF,2013J,587685,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-109,500,TRUE
FFF,2013J,587690,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-74,500,TRUE
FFF,2013J,587783,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,-32,500,TRUE
FFF,2013J,587848,F,London Region,Post Graduate Qualification,Oct-20,35-55,0,60,N,Pass,-38,500,TRUE
FFF,2013J,587859,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-120,179,FALSE
FFF,2013J,587868,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-117,500,TRUE
FFF,2013J,587881,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-49,219,FALSE
FFF,2013J,587912,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-67,-2,FALSE
FFF,2013J,587934,F,North Western Region,A Level or Equivalent,Oct-20,35-55,0,90,Y,Withdrawn,-115,-108,FALSE
FFF,2013J,587976,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,-102,164,FALSE
FFF,2013J,588052,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-45,500,TRUE
FFF,2013J,588128,M,East Anglian Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Fail,-102,500,TRUE
FFF,2013J,588131,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-59,500,TRUE
FFF,2013J,588156,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-116,500,TRUE
FFF,2013J,588175,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-52,142,FALSE
FFF,2013J,588236,M,South East Region,A Level or Equivalent,Oct-20,0-35,0,90,N,Pass,-79,500,TRUE
FFF,2013J,588261,M,West Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-99,500,TRUE
FFF,2013J,588360,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-116,-17,FALSE
