,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
25097,FFF,2013J,581261,M,South Region,No Formal quals,50-60%,0-35,0,60,N,Pass,-127.0,,True
25098,FFF,2013J,581307,M,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-52.0,,True
25099,FFF,2013J,581332,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-108.0,,True
25100,FFF,2013J,581341,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-32.0,54.0,False
25101,FFF,2013J,581342,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-136.0,,True
25102,FFF,2013J,581410,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,-144.0,,True
25103,FFF,2013J,581412,M,Wales,Lower Than A Level,80-90%,0-35,0,150,N,Fail,-12.0,,True
25104,FFF,2013J,581486,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass,-136.0,,True
25105,FFF,2013J,581490,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-96.0,,True
25106,FFF,2013J,581523,M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-32.0,,True
25107,FFF,2013J,581532,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-109.0,,True
25108,FFF,2013J,581563,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-156.0,98.0,False
25109,FFF,2013J,581574,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-156.0,,True
25110,FFF,2013J,581614,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-154.0,,True
25111,FFF,2013J,581616,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-156.0,,True
25112,FFF,2013J,581656,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-87.0,,True
25113,FFF,2013J,581700,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-29.0,,True
25114,FFF,2013J,581716,F,Ireland,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,-120.0,-103.0,False
25115,FFF,2013J,581769,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-136.0,,True
25116,FFF,2013J,581770,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-153.0,,True
25117,FFF,2013J,581787,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-102.0,,True
25118,FFF,2013J,581796,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-100.0,,True
25119,FFF,2013J,581810,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-36.0,,True
25120,FFF,2013J,581836,M,Ireland,A Level or Equivalent,40-50%,0-35,0,150,N,Distinction,-31.0,,True
25121,FFF,2013J,581838,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-96.0,,True
25122,FFF,2013J,581897,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-142.0,-130.0,False
25123,FFF,2013J,582003,M,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-144.0,152.0,False
25124,FFF,2013J,582063,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-150.0,,True
25125,FFF,2013J,582080,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-114.0,,True
25126,FFF,2013J,582108,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-149.0,,True
25127,FFF,2013J,582125,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-32.0,,True
25128,FFF,2013J,582154,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-35.0,0.0,False
25129,FFF,2013J,582181,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-149.0,0.0,False
25130,FFF,2013J,582235,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-117.0,,True
25131,FFF,2013J,582251,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-121.0,9.0,False
25132,FFF,2013J,582275,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,-149.0,,True
25133,FFF,2013J,582282,M,Scotland,Lower Than A Level,60-70%,0-35,0,85,Y,Withdrawn,-17.0,174.0,False
25134,FFF,2013J,582311,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-150.0,,True
25135,FFF,2013J,582364,M,North Western Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,-144.0,,True
25136,FFF,2013J,582392,M,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-130.0,,True
25137,FFF,2013J,582494,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-127.0,,True
25138,FFF,2013J,582510,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-89.0,,True
25139,FFF,2013J,582562,M,Scotland,HE Qualification,,35-55,0,60,N,Pass,-87.0,,True
25140,FFF,2013J,582629,M,Wales,HE Qualification,0-10%,0-35,0,180,N,Withdrawn,-63.0,48.0,False
25141,FFF,2013J,582665,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-142.0,0.0,False
25142,FFF,2013J,582677,M,South West Region,Lower Than A Level,50-60%,0-35,0,210,N,Pass,-56.0,,True
25143,FFF,2013J,582679,F,Scotland,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,-102.0,-96.0,False
25144,FFF,2013J,582690,M,London Region,Lower Than A Level,80-90%,0-35,0,90,Y,Withdrawn,-120.0,-32.0,False
25145,FFF,2013J,582705,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-109.0,,True
25146,FFF,2013J,582790,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-138.0,,True
25147,FFF,2013J,582842,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,-127.0,-68.0,False
25148,FFF,2013J,582950,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Distinction,-144.0,,True
25149,FFF,2013J,582992,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-92.0,110.0,False
25150,FFF,2013J,583033,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-142.0,-37.0,False
25151,FFF,2013J,583051,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,180,N,Withdrawn,-53.0,93.0,False
25152,FFF,2013J,583070,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail,-144.0,,True
25153,FFF,2013J,583081,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-144.0,0.0,False
25154,FFF,2013J,583121,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,-28.0,,True
25155,FFF,2013J,583128,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-79.0,126.0,False
25156,FFF,2013J,583131,M,Ireland,HE Qualification,70-80%,0-35,0,120,N,Pass,-44.0,,True
25157,FFF,2013J,583149,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-107.0,,True
25158,FFF,2013J,583202,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-141.0,,True
25159,FFF,2013J,583232,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-100.0,,True
25160,FFF,2013J,583236,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-108.0,,True
25161,FFF,2013J,583286,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-100.0,,True
25162,FFF,2013J,583381,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,,True
25163,FFF,2013J,583526,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-67.0,,True
25164,FFF,2013J,583591,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-141.0,0.0,False
25165,FFF,2013J,583599,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-27.0,,True
25166,FFF,2013J,583741,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-52.0,,True
25167,FFF,2013J,583824,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-143.0,,True
25168,FFF,2013J,583826,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-121.0,-2.0,False
25169,FFF,2013J,583840,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-143.0,3.0,False
25170,FFF,2013J,583867,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass,-99.0,,True
25171,FFF,2013J,583966,F,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Fail,-127.0,,True
25172,FFF,2013J,583993,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Fail,-74.0,,True
25173,FFF,2013J,584040,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,-65.0,,True
25174,FFF,2013J,584078,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-52.0,,True
25175,FFF,2013J,584111,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Pass,-121.0,,True
25176,FFF,2013J,584210,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-138.0,,True
25177,FFF,2013J,584214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-125.0,,True
25178,FFF,2013J,584225,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-53.0,,True
25179,FFF,2013J,584362,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-141.0,219.0,False
25180,FFF,2013J,584446,F,Ireland,HE Qualification,,0-35,0,120,N,Pass,-138.0,,True
25181,FFF,2013J,584468,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-138.0,,True
25182,FFF,2013J,584546,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-100.0,,True
25183,FFF,2013J,584550,F,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-120.0,,True
25184,FFF,2013J,584594,M,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-86.0,,True
25185,FFF,2013J,584601,M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-46.0,,True
25186,FFF,2013J,584673,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-138.0,11.0,False
25187,FFF,2013J,584687,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-32.0,,True
25188,FFF,2013J,584749,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn,-138.0,0.0,False
25189,FFF,2013J,584771,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,-74.0,,True
25190,FFF,2013J,584792,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-138.0,0.0,False
25191,FFF,2013J,584806,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Fail,-29.0,,True
25192,FFF,2013J,585033,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-73.0,,True
25193,FFF,2013J,585050,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-135.0,131.0,False
25194,FFF,2013J,585093,M,North Region,Post Graduate Qualification,,35-55,0,90,N,Distinction,-32.0,,True
25195,FFF,2013J,585128,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-134.0,,True
25196,FFF,2013J,585149,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-125.0,47.0,False
25197,FFF,2013J,585162,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-134.0,,True
25198,FFF,2013J,585166,M,South East Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-135.0,,True
25199,FFF,2013J,585222,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-109.0,,True
25200,FFF,2013J,585230,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-35.0,,True
25201,FFF,2013J,585290,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-95.0,235.0,False
25202,FFF,2013J,585301,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-134.0,,True
25203,FFF,2013J,585305,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-63.0,,True
25204,FFF,2013J,585383,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-135.0,,True
25205,FFF,2013J,585389,M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-37.0,-2.0,False
25206,FFF,2013J,585409,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,Y,Fail,-134.0,,True
25207,FFF,2013J,585449,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-135.0,,True
25208,FFF,2013J,585454,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,240,N,Withdrawn,-120.0,-109.0,False
25209,FFF,2013J,585466,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-113.0,,True
25210,FFF,2013J,585484,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-43.0,,True
25211,FFF,2013J,585574,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-94.0,,True
25212,FFF,2013J,585615,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,-130.0,,True
25213,FFF,2013J,585659,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-132.0,,True
25214,FFF,2013J,585724,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-132.0,122.0,False
25215,FFF,2013J,585731,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-99.0,,True
25216,FFF,2013J,585825,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-32.0,97.0,False
25217,FFF,2013J,585942,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,-129.0,,True
25218,FFF,2013J,585965,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-102.0,,True
25219,FFF,2013J,586011,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-129.0,9.0,False
25220,FFF,2013J,586034,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-60.0,,True
25221,FFF,2013J,586080,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-129.0,,True
25222,FFF,2013J,586112,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-67.0,-58.0,False
25223,FFF,2013J,586224,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-129.0,,True
25224,FFF,2013J,586233,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-129.0,,True
25225,FFF,2013J,586246,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-129.0,,True
25226,FFF,2013J,586249,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-129.0,0.0,False
25227,FFF,2013J,586251,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-128.0,58.0,False
25228,FFF,2013J,586259,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-102.0,,True
25229,FFF,2013J,586281,F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-107.0,130.0,False
25230,FFF,2013J,586428,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-128.0,,True
25231,FFF,2013J,586445,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,-127.0,-51.0,False
25232,FFF,2013J,586446,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-127.0,,True
25233,FFF,2013J,586468,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-122.0,,True
25234,FFF,2013J,586477,M,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,-127.0,,True
25235,FFF,2013J,586483,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,Pass,-127.0,,True
25236,FFF,2013J,586510,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-127.0,6.0,False
25237,FFF,2013J,586518,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass,-95.0,,True
25238,FFF,2013J,586543,M,North Region,HE Qualification,10-20,0-35,0,180,N,Withdrawn,-114.0,56.0,False
25239,FFF,2013J,586594,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-63.0,,True
25240,FFF,2013J,586620,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-86.0,-5.0,False
25241,FFF,2013J,586642,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-59.0,,True
25242,FFF,2013J,586705,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-121.0,,True
25243,FFF,2013J,586719,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-43.0,,True
25244,FFF,2013J,586753,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-127.0,,True
25245,FFF,2013J,586758,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-120.0,,True
25246,FFF,2013J,586781,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-38.0,,True
25247,FFF,2013J,586784,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-127.0,,True
25248,FFF,2013J,586808,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-113.0,,True
25249,FFF,2013J,586851,M,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-22.0,444.0,False
25250,FFF,2013J,586855,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-125.0,,True
25251,FFF,2013J,586891,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-124.0,,True
25252,FFF,2013J,586906,M,Scotland,HE Qualification,30-40%,0-35,0,180,Y,Withdrawn,-65.0,96.0,False
25253,FFF,2013J,586925,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-79.0,,True
25254,FFF,2013J,586935,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-29.0,,True
25255,FFF,2013J,586957,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-53.0,,True
25256,FFF,2013J,586974,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-117.0,,True
25257,FFF,2013J,587126,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-89.0,,True
25258,FFF,2013J,587178,M,North Region,HE Qualification,,35-55,0,60,N,Pass,-124.0,,True
25259,FFF,2013J,587195,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,Y,Withdrawn,-107.0,53.0,False
25260,FFF,2013J,587286,M,Ireland,HE Qualification,30-40%,35-55,0,120,N,Distinction,-44.0,,True
25261,FFF,2013J,587294,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-122.0,,True
25262,FFF,2013J,587308,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-108.0,,True
25263,FFF,2013J,587324,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-102.0,174.0,False
25264,FFF,2013J,587334,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-35.0,,True
25265,FFF,2013J,587369,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-114.0,,True
25266,FFF,2013J,587435,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-115.0,,True
25267,FFF,2013J,587451,M,Scotland,HE Qualification,40-50%,0-35,0,90,N,Pass,-95.0,,True
25268,FFF,2013J,587456,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-122.0,,True
25269,FFF,2013J,587462,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-107.0,,True
25270,FFF,2013J,587594,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-59.0,,True
25271,FFF,2013J,587611,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-121.0,,True
25272,FFF,2013J,587619,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,-88.0,,True
25273,FFF,2013J,587659,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-117.0,0.0,False
25274,FFF,2013J,587685,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-109.0,,True
25275,FFF,2013J,587690,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-74.0,,True
25276,FFF,2013J,587783,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,-32.0,,True
25277,FFF,2013J,587848,F,London Region,Post Graduate Qualification,10-20,35-55,0,60,N,Pass,-38.0,,True
25278,FFF,2013J,587859,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-120.0,179.0,False
25279,FFF,2013J,587868,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-117.0,,True
25280,FFF,2013J,587881,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-49.0,219.0,False
25281,FFF,2013J,587912,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-67.0,-2.0,False
25282,FFF,2013J,587934,F,North Western Region,A Level or Equivalent,10-20,35-55,0,90,Y,Withdrawn,-115.0,-108.0,False
25283,FFF,2013J,587976,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,-102.0,164.0,False
25284,FFF,2013J,588052,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-45.0,,True
25285,FFF,2013J,588128,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-102.0,,True
25286,FFF,2013J,588131,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-59.0,,True
25287,FFF,2013J,588156,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-116.0,,True
25288,FFF,2013J,588175,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-52.0,142.0,False
25289,FFF,2013J,588236,M,South East Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-79.0,,True
25290,FFF,2013J,588261,M,West Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-99.0,,True
25291,FFF,2013J,588360,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-116.0,-17.0,False
25292,FFF,2013J,588539,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-92.0,-31.0,False
25293,FFF,2013J,588560,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,Y,Fail,-115.0,,True
25294,FFF,2013J,588597,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-86.0,,True
25295,FFF,2013J,588672,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-89.0,,True
25296,FFF,2013J,588796,M,London Region,Lower Than A Level,30-40%,35-55,0,150,N,Withdrawn,-74.0,2.0,False
25297,FFF,2013J,588914,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-109.0,,True
25298,FFF,2013J,588925,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-67.0,,True
25299,FFF,2013J,588971,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-74.0,,True
25300,FFF,2013J,589003,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-74.0,,True
25301,FFF,2013J,589014,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Pass,-59.0,,True
25302,FFF,2013J,589017,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-74.0,-12.0,False
25303,FFF,2013J,589099,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-108.0,,True
25304,FFF,2013J,589178,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-53.0,,True
25305,FFF,2013J,589196,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-78.0,30.0,False
25306,FFF,2013J,589263,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-42.0,,True
25307,FFF,2013J,589267,M,West Midlands Region,HE Qualification,70-80%,0-35,0,150,N,Withdrawn,-99.0,11.0,False
25308,FFF,2013J,589295,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-113.0,,True
25309,FFF,2013J,589303,M,North Region,HE Qualification,,35-55,0,60,N,Pass,-108.0,,True
25310,FFF,2013J,589326,M,North Region,A Level or Equivalent,,0-35,0,60,N,Distinction,-88.0,,True
25311,FFF,2013J,589409,M,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-106.0,,True
25312,FFF,2013J,589441,M,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-109.0,228.0,False
25313,FFF,2013J,589474,M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-102.0,,True
25314,FFF,2013J,589490,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-95.0,,True
25315,FFF,2013J,589559,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-91.0,,True
25316,FFF,2013J,589578,M,North Region,Lower Than A Level,,35-55,0,90,N,Pass,-101.0,,True
25317,FFF,2013J,589583,M,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction,-38.0,,True
25318,FFF,2013J,589587,M,North Region,Lower Than A Level,,0-35,0,120,N,Pass,-72.0,,True
25319,FFF,2013J,589594,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-74.0,93.0,False
25320,FFF,2013J,589605,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-106.0,,True
25321,FFF,2013J,589665,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-95.0,-26.0,False
25322,FFF,2013J,589707,M,North Region,Lower Than A Level,,0-35,0,60,N,Fail,-80.0,,True
25323,FFF,2013J,589749,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-35.0,,True
25324,FFF,2013J,589768,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-108.0,-17.0,False
25325,FFF,2013J,589782,M,North Western Region,HE Qualification,30-40%,0-35,0,90,N,Pass,-108.0,,True
25326,FFF,2013J,589828,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn,-17.0,157.0,False
25327,FFF,2013J,589843,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-79.0,,True
25328,FFF,2013J,589860,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-108.0,,True
25329,FFF,2013J,589948,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-108.0,,True
25330,FFF,2013J,590128,M,South Region,HE Qualification,20-30%,0-35,0,120,N,Fail,-108.0,,True
